[registry] ✓ pi_release — PI Release 实验
[registry] ✓ recall_rating — n-back × 类别切换 + Rating
模块: n-back × 类别切换 + Rating (recall_rating)
模型: deepseek-chat
条件数: 36

  [1102/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1103/1800] SI: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1104/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1105/1800] SI: d_prime=1.466 hit_rate=0.750 false_alarm=0.214 acc_first_half=0.773 acc_second_half=0
  [1106/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1107/1800] SI: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1108/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1109/1800] SI: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1110/1800] SI: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.682 acc_second_half=0
  [1111/1800] SI: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [1112/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1113/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1114/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1115/1800] SI: d_prime=1.110 hit_rate=0.625 false_alarm=0.214 acc_first_half=0.727 acc_second_half=0
  [1116/1800] SI: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.682 acc_second_half=0
  [1117/1800] SI: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1118/1800] SI: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1119/1800] SI: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [1120/1800] SI: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1121/1800] SI: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [1122/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1123/1800] SI: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0
  [1124/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1125/1800] SI: d_prime=-0.359 hit_rate=0.125 false_alarm=0.214 acc_first_half=0.545 acc_second_half=0
  [1126/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1127/1800] SI: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [1128/1800] SI: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1129/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1130/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1131/1800] SI: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1132/1800] SI: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [1133/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1134/1800] SI: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [1135/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1136/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1137/1800] SI: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [1138/1800] SI: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [1139/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1140/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1141/1800] SI: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1142/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1143/1800] SI: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [1144/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1145/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1146/1800] SI: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [1147/1800] SI: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1148/1800] SI: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1149/1800] SI: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [1150/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1151/1800] SI: lag1_corr=-0.210 assimilation_score=-0.210 direction_tag=-1.000 doG_A=-0.109 doG_half_amp=-104.454
  [1152/1800] SI: lag1_corr=0.142 assimilation_score=0.142 direction_tag=1.000 doG_A=-0.119 doG_half_amp=-106.618
  [1153/1800] SI: lag1_corr=-0.175 assimilation_score=-0.175 direction_tag=-1.000 doG_A=-0.125 doG_half_amp=-110.589
  [1154/1800] SI: lag1_corr=-0.016 assimilation_score=-0.016 direction_tag=0.000 doG_A=-0.093 doG_half_amp=-94.668
  [1155/1800] SI: lag1_corr=-0.225 assimilation_score=-0.225 direction_tag=-1.000 doG_A=-0.130 doG_half_amp=-116.151
  [1156/1800] SI: lag1_corr=0.351 assimilation_score=0.351 direction_tag=1.000 doG_A=-0.100 doG_half_amp=-100.044
  [1157/1800] SI: lag1_corr=-0.220 assimilation_score=-0.220 direction_tag=-1.000 doG_A=-0.083 doG_half_amp=-90.309
  [1158/1800] SI: lag1_corr=0.280 assimilation_score=0.280 direction_tag=1.000 doG_A=-0.093 doG_half_amp=-98.134
  [1159/1800] SI: lag1_corr=-0.200 assimilation_score=-0.200 direction_tag=-1.000 doG_A=-0.098 doG_half_amp=-98.487
  [1160/1800] SI: lag1_corr=-0.348 assimilation_score=-0.348 direction_tag=-1.000 doG_A=-0.098 doG_half_amp=-97.949
  [1161/1800] SI: lag1_corr=-0.305 assimilation_score=-0.305 direction_tag=-1.000 doG_A=-0.113 doG_half_amp=-102.268
  [1162/1800] SI: lag1_corr=0.036 assimilation_score=0.036 direction_tag=0.000 doG_A=-0.077 doG_half_amp=-90.644
  [1163/1800] SI: lag1_corr=-0.500 assimilation_score=-0.500 direction_tag=-1.000 doG_A=-0.109 doG_half_amp=-100.431
  [1164/1800] SI: lag1_corr=-0.427 assimilation_score=-0.427 direction_tag=-1.000 doG_A=-0.114 doG_half_amp=-105.174
  [1165/1800] SI: lag1_corr=-0.104 assimilation_score=-0.104 direction_tag=-1.000 doG_A=-0.089 doG_half_amp=-95.910
  [1166/1800] SI: lag1_corr=-0.011 assimilation_score=-0.011 direction_tag=0.000 doG_A=-0.109 doG_half_amp=-100.168
  [1167/1800] SI: lag1_corr=0.055 assimilation_score=0.055 direction_tag=1.000 doG_A=-0.107 doG_half_amp=-102.752
  [1168/1800] SI: lag1_corr=-0.004 assimilation_score=-0.004 direction_tag=0.000 doG_A=-0.115 doG_half_amp=-107.355
  [1169/1800] SI: lag1_corr=0.201 assimilation_score=0.201 direction_tag=1.000 doG_A=-0.106 doG_half_amp=-100.057
  [1170/1800] SI: lag1_corr=-0.070 assimilation_score=-0.070 direction_tag=-1.000 doG_A=-0.115 doG_half_amp=-108.055
  [1171/1800] SI: lag1_corr=-0.470 assimilation_score=-0.470 direction_tag=-1.000 doG_A=-0.110 doG_half_amp=-103.952
  [1172/1800] SI: lag1_corr=-0.559 assimilation_score=-0.559 direction_tag=-1.000 doG_A=-0.147 doG_half_amp=-129.363
  [1173/1800] SI: lag1_corr=-0.095 assimilation_score=-0.095 direction_tag=-1.000 doG_A=-0.102 doG_half_amp=-98.826
  [1174/1800] SI: lag1_corr=-0.082 assimilation_score=-0.082 direction_tag=-1.000 doG_A=-0.099 doG_half_amp=-97.715
  [1175/1800] SI: lag1_corr=-0.526 assimilation_score=-0.526 direction_tag=-1.000 doG_A=-0.101 doG_half_amp=-99.637
  [1176/1800] SI: lag1_corr=-0.032 assimilation_score=-0.032 direction_tag=0.000 doG_A=-0.108 doG_half_amp=-102.279
  [1177/1800] SI: lag1_corr=0.047 assimilation_score=0.047 direction_tag=0.000 doG_A=-0.125 doG_half_amp=-107.234
  [1178/1800] SI: lag1_corr=-0.620 assimilation_score=-0.620 direction_tag=-1.000 doG_A=-0.109 doG_half_amp=-101.373
  [1179/1800] SI: lag1_corr=-0.388 assimilation_score=-0.388 direction_tag=-1.000 doG_A=-0.106 doG_half_amp=-101.400
  [1180/1800] SI: lag1_corr=-0.019 assimilation_score=-0.019 direction_tag=0.000 doG_A=-0.091 doG_half_amp=-96.409
  [1181/1800] SI: lag1_corr=-0.059 assimilation_score=-0.059 direction_tag=-1.000 doG_A=-0.094 doG_half_amp=-98.180
  [1182/1800] SI: lag1_corr=-0.061 assimilation_score=-0.061 direction_tag=-1.000 doG_A=-0.106 doG_half_amp=-102.927
  [1183/1800] SI: lag1_corr=-0.136 assimilation_score=-0.136 direction_tag=-1.000 doG_A=-0.090 doG_half_amp=-95.706
  [1184/1800] SI: lag1_corr=-0.020 assimilation_score=-0.020 direction_tag=0.000 doG_A=-0.119 doG_half_amp=-105.368
  [1185/1800] SI: lag1_corr=-0.075 assimilation_score=-0.075 direction_tag=-1.000 doG_A=-0.088 doG_half_amp=-92.135
  [1186/1800] SI: lag1_corr=-0.105 assimilation_score=-0.105 direction_tag=-1.000 doG_A=-0.096 doG_half_amp=-97.338
  [1187/1800] SI: lag1_corr=0.192 assimilation_score=0.192 direction_tag=1.000 doG_A=-0.095 doG_half_amp=-106.302
  [1188/1800] SI: lag1_corr=-0.040 assimilation_score=-0.040 direction_tag=0.000 doG_A=-0.108 doG_half_amp=-100.201
  [1189/1800] SI: lag1_corr=-0.537 assimilation_score=-0.537 direction_tag=-1.000 doG_A=-0.122 doG_half_amp=-113.173
  [1190/1800] SI: lag1_corr=0.111 assimilation_score=0.111 direction_tag=1.000 doG_A=-0.111 doG_half_amp=-104.021
  [1191/1800] SI: lag1_corr=-0.257 assimilation_score=-0.257 direction_tag=-1.000 doG_A=-0.114 doG_half_amp=-106.889
  [1192/1800] SI: lag1_corr=-0.224 assimilation_score=-0.224 direction_tag=-1.000 doG_A=-0.119 doG_half_amp=-106.889
  [1193/1800] SI: lag1_corr=-0.271 assimilation_score=-0.271 direction_tag=-1.000 doG_A=-0.124 doG_half_amp=-109.200
  [1194/1800] SI: lag1_corr=0.249 assimilation_score=0.249 direction_tag=1.000 doG_A=-0.103 doG_half_amp=-98.071
  [1195/1800] SI: lag1_corr=-0.094 assimilation_score=-0.094 direction_tag=-1.000 doG_A=-0.127 doG_half_amp=-114.490
  [1196/1800] SI: lag1_corr=-0.294 assimilation_score=-0.294 direction_tag=-1.000 doG_A=-0.129 doG_half_amp=-116.796
  [1197/1800] SI: lag1_corr=-0.172 assimilation_score=-0.172 direction_tag=-1.000 doG_A=-0.106 doG_half_amp=-100.851
  [1198/1800] SI: lag1_corr=-0.090 assimilation_score=-0.090 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-102.536
  [1199/1800] SI: lag1_corr=-0.280 assimilation_score=-0.280 direction_tag=-1.000 doG_A=-0.100 doG_half_amp=-98.499
  [1200/1800] SI: lag1_corr=-0.228 assimilation_score=-0.228 direction_tag=-1.000 doG_A=-0.105 doG_half_amp=-100.773
  [1201/1800] SD_A: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.545
  [1202/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1203/1800] SD_A: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.818
  [1204/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [1205/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [1206/1800] SD_A: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1207/1800] SD_A: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.727
  [1208/1800] SD_A: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.909 acc_second_half=1.000
  [1209/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1210/1800] SD_A: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.727
  [1211/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.727
  [1212/1800] SD_A: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1213/1800] SD_A: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.545
  [1214/1800] SD_A: d_prime=2.218 hit_rate=0.875 false_alarm=0.143 acc_first_half=0.909 acc_second_half=0.818
  [1215/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [1216/1800] SD_A: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.545
  [1217/1800] SD_A: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.636
  [1218/1800] SD_A: d_prime=1.110 hit_rate=0.625 false_alarm=0.214 acc_first_half=0.909 acc_second_half=0.545
  [1219/1800] SD_A: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.727
  [1220/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [1221/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [1222/1800] SD_A: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.727
  [1223/1800] SD_A: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.455 acc_second_half=0.727
  [1224/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1225/1800] SD_A: d_prime=3 hit_rate=1.000 false_alarm=0.000 acc_first_half=1.000 acc_second_half=1.000
  [1226/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [1227/1800] SD_A: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.636
  [1228/1800] SD_A: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1229/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [1230/1800] SD_A: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [1231/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=1.000 acc_second_half=0.636
  [1232/1800] SD_A: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.636
  [1233/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.636
  [1234/1800] SD_A: d_prime=1.942 hit_rate=0.875 false_alarm=0.214 acc_first_half=0.818 acc_second_half=0.818
  [1235/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.727
  [1236/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [1237/1800] SD_A: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.818
  [1238/1800] SD_A: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.636
  [1239/1800] SD_A: d_prime=0.791 hit_rate=0.500 false_alarm=0.214 acc_first_half=0.727 acc_second_half=0.636
  [1240/1800] SD_A: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1241/1800] SD_A: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1242/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [1243/1800] SD_A: d_prime=3 hit_rate=1.000 false_alarm=0.071 acc_first_half=0.909 acc_second_half=1.000
  [1244/1800] SD_A: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.545
  [1245/1800] SD_A: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.818
  [1246/1800] SD_A: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.545
  [1247/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1248/1800] SD_A: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.636
  [1249/1800] SD_A: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.545
  [1250/1800] SD_A: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1251/1800] SD_A: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [1252/1800] SD_A: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1253/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1254/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1255/1800] SD_A: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [1256/1800] SD_A: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1257/1800] SD_A: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1258/1800] SD_A: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1259/1800] SD_A: d_prime=3 hit_rate=1.000 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0
  [1260/1800] SD_A: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1261/1800] SD_A: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1262/1800] SD_A: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.773 acc_second_half=0
  [1263/1800] SD_A: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1264/1800] SD_A: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [1265/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1266/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1267/1800] SD_A: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1268/1800] SD_A: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.682 acc_second_half=0
  [1269/1800] SD_A: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
  [1270/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1271/1800] SD_A: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1272/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1273/1800] SD_A: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1274/1800] SD_A: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1275/1800] SD_A: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [1276/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1277/1800] SD_A: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1278/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1279/1800] SD_A: d_prime=0.473 hit_rate=0.375 false_alarm=0.214 acc_first_half=0.636 acc_second_half=0
  [1280/1800] SD_A: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1281/1800] SD_A: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [1282/1800] SD_A: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [1283/1800] SD_A: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [1284/1800] SD_A: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [1285/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1286/1800] SD_A: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1287/1800] SD_A: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1288/1800] SD_A: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1289/1800] SD_A: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [1290/1800] SD_A: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1291/1800] SD_A: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1292/1800] SD_A: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1293/1800] SD_A: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1294/1800] SD_A: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [1295/1800] SD_A: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1296/1800] SD_A: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1297/1800] SD_A: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
