[registry] ✓ pi_release — PI Release 实验
[registry] ✓ recall_rating — n-back × 类别切换 + Rating
模块: n-back × 类别切换 + Rating (recall_rating)
模型: deepseek-chat
条件数: 36

  [886/1800] Fr: lag1_corr=-0.063 assimilation_score=-0.063 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-102.626
  [887/1800] Fr: lag1_corr=-0.487 assimilation_score=-0.487 direction_tag=-1.000 doG_A=-0.094 doG_half_amp=-95.407
  [888/1800] Fr: lag1_corr=-0.489 assimilation_score=-0.489 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-100.796
  [889/1800] Fr: lag1_corr=-0.633 assimilation_score=-0.633 direction_tag=-1.000 doG_A=-0.117 doG_half_amp=-108.086
  [890/1800] Fr: lag1_corr=-0.369 assimilation_score=-0.369 direction_tag=-1.000 doG_A=-0.148 doG_half_amp=-131.712
  [891/1800] Fr: lag1_corr=-0.718 assimilation_score=-0.718 direction_tag=-1.000 doG_A=-0.130 doG_half_amp=-118.365
  [892/1800] Fr: lag1_corr=-0.787 assimilation_score=-0.787 direction_tag=-1.000 doG_A=-0.131 doG_half_amp=-116.738
  [893/1800] Fr: lag1_corr=-0.209 assimilation_score=-0.209 direction_tag=-1.000 doG_A=-0.111 doG_half_amp=-105.541
  [894/1800] Fr: lag1_corr=-0.506 assimilation_score=-0.506 direction_tag=-1.000 doG_A=-0.102 doG_half_amp=-103.193
  [895/1800] Fr: lag1_corr=-0.588 assimilation_score=-0.588 direction_tag=-1.000 doG_A=-0.158 doG_half_amp=-138.150
  [896/1800] Fr: lag1_corr=-0.139 assimilation_score=-0.139 direction_tag=-1.000 doG_A=-0.101 doG_half_amp=-98.246
  [897/1800] Fr: lag1_corr=-0.560 assimilation_score=-0.560 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-100.614
  [898/1800] Fr: lag1_corr=-0.490 assimilation_score=-0.490 direction_tag=-1.000 doG_A=-0.104 doG_half_amp=-101.494
  [899/1800] Fr: lag1_corr=-0.640 assimilation_score=-0.640 direction_tag=-1.000 doG_A=-0.114 doG_half_amp=-108.464
  [900/1800] Fr: lag1_corr=-0.789 assimilation_score=-0.789 direction_tag=-1.000 doG_A=-0.147 doG_half_amp=-131.322
  [901/1800] SD_E: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.636
  [902/1800] SD_E: d_prime=2.616 hit_rate=0.875 false_alarm=0.071 acc_first_half=1.000 acc_second_half=0.818
  [903/1800] SD_E: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [904/1800] SD_E: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.818
  [905/1800] SD_E: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [906/1800] SD_E: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.727 acc_second_half=1.000
  [907/1800] SD_E: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [908/1800] SD_E: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.636
  [909/1800] SD_E: d_prime=-2.023 hit_rate=0.000 false_alarm=0.143 acc_first_half=0.455 acc_second_half=0.636
  [910/1800] SD_E: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.545
  [911/1800] SD_E: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.455
  [912/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [913/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [914/1800] SD_E: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.545
  [915/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.545
  [916/1800] SD_E: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [917/1800] SD_E: d_prime=1.742 hit_rate=0.750 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.818
  [918/1800] SD_E: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.818
  [919/1800] SD_E: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.727
  [920/1800] SD_E: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.545
  [921/1800] SD_E: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.818
  [922/1800] SD_E: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.909
  [923/1800] SD_E: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.545 acc_second_half=0.636
  [924/1800] SD_E: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [925/1800] SD_E: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.727
  [926/1800] SD_E: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.636
  [927/1800] SD_E: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.545
  [928/1800] SD_E: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [929/1800] SD_E: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.818
  [930/1800] SD_E: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [931/1800] SD_E: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.909
  [932/1800] SD_E: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.636
  [933/1800] SD_E: d_prime=2.616 hit_rate=0.875 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.909
  [934/1800] SD_E: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.545
  [935/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [936/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [937/1800] SD_E: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.455 acc_second_half=0.727
  [938/1800] SD_E: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.545
  [939/1800] SD_E: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.545
  [940/1800] SD_E: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [941/1800] SD_E: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.636
  [942/1800] SD_E: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.545
  [943/1800] SD_E: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.636
  [944/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [945/1800] SD_E: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.909
  [946/1800] SD_E: d_prime=-0.359 hit_rate=0.125 false_alarm=0.214 acc_first_half=0.545 acc_second_half=0.545
  [947/1800] SD_E: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.909
  [948/1800] SD_E: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.727
  [949/1800] SD_E: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0.545
  [950/1800] SD_E: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.636
  [951/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [952/1800] SD_E: d_prime=-2.023 hit_rate=0.000 false_alarm=0.143 acc_first_half=0.545 acc_second_half=0
  [953/1800] SD_E: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [954/1800] SD_E: d_prime=0.473 hit_rate=0.375 false_alarm=0.214 acc_first_half=0.636 acc_second_half=0
  [955/1800] SD_E: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [956/1800] SD_E: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.682 acc_second_half=0
  [957/1800] SD_E: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [958/1800] SD_E: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [959/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [960/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [961/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [962/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [963/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [964/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [965/1800] SD_E: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [966/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [967/1800] SD_E: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [968/1800] SD_E: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [969/1800] SD_E: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [970/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [971/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [972/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [973/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [974/1800] SD_E: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [975/1800] SD_E: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [976/1800] SD_E: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.682 acc_second_half=0
  [977/1800] SD_E: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [978/1800] SD_E: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [979/1800] SD_E: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [980/1800] SD_E: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [981/1800] SD_E: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [982/1800] SD_E: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.682 acc_second_half=0
  [983/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [984/1800] SD_E: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [985/1800] SD_E: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [986/1800] SD_E: d_prime=0.117 hit_rate=0.250 false_alarm=0.214 acc_first_half=0.591 acc_second_half=0
  [987/1800] SD_E: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.682 acc_second_half=0
  [988/1800] SD_E: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [989/1800] SD_E: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [990/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [991/1800] SD_E: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [992/1800] SD_E: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0
  [993/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [994/1800] SD_E: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [995/1800] SD_E: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [996/1800] SD_E: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [997/1800] SD_E: d_prime=0.473 hit_rate=0.375 false_alarm=0.214 acc_first_half=0.636 acc_second_half=0
  [998/1800] SD_E: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [999/1800] SD_E: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1000/1800] SD_E: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1001/1800] SD_E: lag1_corr=-0.855 assimilation_score=-0.855 direction_tag=-1.000 doG_A=-0.158 doG_half_amp=-142.574
  [1002/1800] SD_E: lag1_corr=-0.942 assimilation_score=-0.942 direction_tag=-1.000 doG_A=-0.167 doG_half_amp=-142.670
  [1003/1800] SD_E: lag1_corr=-0.950 assimilation_score=-0.950 direction_tag=-1.000 doG_A=-0.298 doG_half_amp=-236.789
  [1004/1800] SD_E: lag1_corr=-0.860 assimilation_score=-0.860 direction_tag=-1.000 doG_A=-0.128 doG_half_amp=-118.594
  [1005/1800] SD_E: lag1_corr=-0.971 assimilation_score=-0.971 direction_tag=-1.000 doG_A=-0.382 doG_half_amp=-305.910
  [1006/1800] SD_E: lag1_corr=-0.849 assimilation_score=-0.849 direction_tag=-1.000 doG_A=-0.308 doG_half_amp=-244.844
  [1007/1800] SD_E: lag1_corr=-0.956 assimilation_score=-0.956 direction_tag=-1.000 doG_A=-0.276 doG_half_amp=-221.974
  [1008/1800] SD_E: lag1_corr=-0.966 assimilation_score=-0.966 direction_tag=-1.000 doG_A=-0.649 doG_half_amp=-482.329
  [1009/1800] SD_E: lag1_corr=-0.881 assimilation_score=-0.881 direction_tag=-1.000 doG_A=-0.126 doG_half_amp=-116.871
  [1010/1800] SD_E: lag1_corr=-0.906 assimilation_score=-0.906 direction_tag=-1.000 doG_A=-0.245 doG_half_amp=-201.586
  [1011/1800] SD_E: lag1_corr=-0.940 assimilation_score=-0.940 direction_tag=-1.000 doG_A=-0.396 doG_half_amp=-304.515
  [1012/1800] SD_E: lag1_corr=-0.930 assimilation_score=-0.930 direction_tag=-1.000 doG_A=-0.168 doG_half_amp=-152.592
  [1013/1800] SD_E: lag1_corr=-0.852 assimilation_score=-0.852 direction_tag=-1.000 doG_A=-0.307 doG_half_amp=-245.029
  [1014/1800] SD_E: lag1_corr=-0.953 assimilation_score=-0.953 direction_tag=-1.000 doG_A=-0.313 doG_half_amp=-247.296
  [1015/1800] SD_E: lag1_corr=-0.859 assimilation_score=-0.859 direction_tag=-1.000 doG_A=-0.119 doG_half_amp=-114.254
  [1016/1800] SD_E: lag1_corr=-0.931 assimilation_score=-0.931 direction_tag=-1.000 doG_A=-0.078 doG_half_amp=-79.043
  [1017/1800] SD_E: lag1_corr=-0.924 assimilation_score=-0.924 direction_tag=-1.000 doG_A=-0.654 doG_half_amp=-480.769
  [1018/1800] SD_E: lag1_corr=-0.860 assimilation_score=-0.860 direction_tag=-1.000 doG_A=-0.293 doG_half_amp=-239.060
  [1019/1800] SD_E: lag1_corr=-0.911 assimilation_score=-0.911 direction_tag=-1.000 doG_A=-0.069 doG_half_amp=-72.255
  [1020/1800] SD_E: lag1_corr=-0.847 assimilation_score=-0.847 direction_tag=-1.000 doG_A=-0.285 doG_half_amp=-230.274
  [1021/1800] SD_E: lag1_corr=-0.873 assimilation_score=-0.873 direction_tag=-1.000 doG_A=-0.179 doG_half_amp=-157.425
  [1022/1800] SD_E: lag1_corr=-0.958 assimilation_score=-0.958 direction_tag=-1.000 doG_A=-0.343 doG_half_amp=-264.682
  [1023/1800] SD_E: lag1_corr=-0.969 assimilation_score=-0.969 direction_tag=-1.000 doG_A=-0.550 doG_half_amp=-409.780
  [1024/1800] SD_E: lag1_corr=-0.884 assimilation_score=-0.884 direction_tag=-1.000 doG_A=-0.194 doG_half_amp=-168.231
  [1025/1800] SD_E: lag1_corr=-0.915 assimilation_score=-0.915 direction_tag=-1.000 doG_A=-0.383 doG_half_amp=-297.906
  [1026/1800] SD_E: lag1_corr=-0.923 assimilation_score=-0.923 direction_tag=-1.000 doG_A=-0.584 doG_half_amp=-429.260
  [1027/1800] SD_E: lag1_corr=-0.975 assimilation_score=-0.975 direction_tag=-1.000 doG_A=-0.448 doG_half_amp=-347.453
  [1028/1800] SD_E: lag1_corr=-0.876 assimilation_score=-0.876 direction_tag=-1.000 doG_A=-0.184 doG_half_amp=-163.356
  [1029/1800] SD_E: lag1_corr=-0.937 assimilation_score=-0.937 direction_tag=-1.000 doG_A=-0.451 doG_half_amp=-343.973
  [1030/1800] SD_E: lag1_corr=-0.986 assimilation_score=-0.986 direction_tag=-1.000 doG_A=-0.620 doG_half_amp=-454.650
  [1031/1800] SD_E: lag1_corr=-0.981 assimilation_score=-0.981 direction_tag=-1.000 doG_A=-0.751 doG_half_amp=-555.355
  [1032/1800] SD_E: lag1_corr=-0.915 assimilation_score=-0.915 direction_tag=-1.000 doG_A=-0.249 doG_half_amp=-205.436
  [1033/1800] SD_E: lag1_corr=-0.929 assimilation_score=-0.929 direction_tag=-1.000 doG_A=-0.302 doG_half_amp=-244.956
  [1034/1800] SD_E: lag1_corr=-0.895 assimilation_score=-0.895 direction_tag=-1.000 doG_A=-0.298 doG_half_amp=-241.786
  [1035/1800] SD_E: lag1_corr=-0.919 assimilation_score=-0.919 direction_tag=-1.000 doG_A=-0.246 doG_half_amp=-207.944
  [1036/1800] SD_E: lag1_corr=-0.942 assimilation_score=-0.942 direction_tag=-1.000 doG_A=-0.319 doG_half_amp=-260.540
  [1037/1800] SD_E: lag1_corr=-0.927 assimilation_score=-0.927 direction_tag=-1.000 doG_A=-0.557 doG_half_amp=-415.845
  [1038/1800] SD_E: lag1_corr=-0.957 assimilation_score=-0.957 direction_tag=-1.000 doG_A=-0.259 doG_half_amp=-218.603
  [1039/1800] SD_E: lag1_corr=-0.874 assimilation_score=-0.874 direction_tag=-1.000 doG_A=-0.207 doG_half_amp=-175.629
  [1040/1800] SD_E: lag1_corr=-0.980 assimilation_score=-0.980 direction_tag=-1.000 doG_A=-0.469 doG_half_amp=-355.656
  [1041/1800] SD_E: lag1_corr=-0.935 assimilation_score=-0.935 direction_tag=-1.000 doG_A=-0.218 doG_half_amp=-183.257
  [1042/1800] SD_E: lag1_corr=-0.928 assimilation_score=-0.928 direction_tag=-1.000 doG_A=-0.260 doG_half_amp=-215.276
  [1043/1800] SD_E: lag1_corr=-0.931 assimilation_score=-0.931 direction_tag=-1.000 doG_A=-0.383 doG_half_amp=-294.382
  [1044/1800] SD_E: lag1_corr=-0.849 assimilation_score=-0.849 direction_tag=-1.000 doG_A=-0.275 doG_half_amp=-223.140
  [1045/1800] SD_E: lag1_corr=-0.908 assimilation_score=-0.908 direction_tag=-1.000 doG_A=-0.095 doG_half_amp=-94.593
  [1046/1800] SD_E: lag1_corr=-0.907 assimilation_score=-0.907 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-104.721
  [1047/1800] SD_E: lag1_corr=-0.886 assimilation_score=-0.886 direction_tag=-1.000 doG_A=-0.304 doG_half_amp=-241.488
  [1048/1800] SD_E: lag1_corr=-0.827 assimilation_score=-0.827 direction_tag=-1.000 doG_A=-0.237 doG_half_amp=-201.815
  [1049/1800] SD_E: lag1_corr=-0.896 assimilation_score=-0.896 direction_tag=-1.000 doG_A=-0.205 doG_half_amp=-174.139
  [1050/1800] SD_E: lag1_corr=-0.903 assimilation_score=-0.903 direction_tag=-1.000 doG_A=-0.461 doG_half_amp=-341.118
  [1051/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1052/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.727
  [1053/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.727
  [1054/1800] SI: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [1055/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1056/1800] SI: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1057/1800] SI: d_prime=-2.023 hit_rate=0.000 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0.455
  [1058/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.909
  [1059/1800] SI: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [1060/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.727
  [1061/1800] SI: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [1062/1800] SI: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1063/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1064/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1065/1800] SI: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [1066/1800] SI: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [1067/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.727
  [1068/1800] SI: d_prime=3 hit_rate=1.000 false_alarm=0.000 acc_first_half=1.000 acc_second_half=1.000
  [1069/1800] SI: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.636
  [1070/1800] SI: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1071/1800] SI: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.455
  [1072/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1073/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.545 acc_second_half=0.818
  [1074/1800] SI: d_prime=0.473 hit_rate=0.375 false_alarm=0.214 acc_first_half=0.727 acc_second_half=0.545
  [1075/1800] SI: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [1076/1800] SI: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0.818
  [1077/1800] SI: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0.636
  [1078/1800] SI: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.636
  [1079/1800] SI: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.636
  [1080/1800] SI: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.909
  [1081/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1082/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [1083/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1084/1800] SI: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.545
  [1085/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1086/1800] SI: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1087/1800] SI: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.727
  [1088/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1089/1800] SI: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.818
  [1090/1800] SI: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.727
  [1091/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1092/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.727 acc_second_half=1.000
  [1093/1800] SI: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1094/1800] SI: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [1095/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.727
  [1096/1800] SI: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.545
  [1097/1800] SI: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.727 acc_second_half=1.000
  [1098/1800] SI: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1099/1800] SI: d_prime=1.942 hit_rate=0.875 false_alarm=0.214 acc_first_half=0.818 acc_second_half=0.818
  [1100/1800] SI: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.909
  [1101/1800] SI: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
